"SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL..SEE.http...www.redfin.com.buy.a.home.comparative.market.analysis.FOR.INFO.ON.PRICING.","SOURCE","MLS.","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","YEAR.DOWNLOADED","X"
"MLS Listing",NA,"Single Family Residential","443 E Glendale Rd","Webster Groves","MO","63119",214900,3,2,"Webster Groves",960,10019,1950,51,224,NA,"Active","","","http://www.redfin.com/MO/Webster-Groves/443-E-Glendale-Rd-63119/home/93541732","MARIS","18088810","N","Y",38.5753865,-90.3477825,2018,655
"MLS Listing",NA,"Vacant Land","2 Barclay Woods","Ladue","MO","63124",1149990,NA,NA,"Ladue",NA,135036,NA,55,NA,71,"Active","","","http://www.redfin.com/MO/St-Louis/2-Barclay-Woods-Dr-63124/home/93490649","MARIS","18089239","N","Y",38.6270659,-90.3868989,2018,1186
"MLS Listing",NA,"Single Family Residential","7619 Maryland Ave","Clayton","MO","63105",1749000,3,4,"Clayton",3720,8015,1993,178,470,NA,"Active","","","http://www.redfin.com/MO/Clayton/7619-Maryland-Ave-63105/home/93467833","MARIS","18055017","N","Y",38.6514885,-90.3328163,2018,1214
"MLS Listing",NA,"Single Family Residential","1316 Dunbar Dr","St Charles","MO","63303",289900,4,3,"St. Charles West",2482,10890,1984,92,117,50,"Active","","","http://www.redfin.com/MO/St-Charles/1316-Dunbar-Dr-63303/home/103350463","MARIS","18079940","N","Y",38.7839472,-90.5456701,2018,1385
"MLS Listing",NA,"Single Family Residential","5505 Walsh Ave","St Louis","MO","63109",234900,4,3,"South City",1788,3920,1937,147,131,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/5505-Walsh-St-63109/home/93766664","MARIS","18064345","N","Y",38.582946,-90.2875587,2018,718
"MLS Listing",NA,"Single Family Residential","6628 Kingsbury Blvd","St Louis","MO","63130",445000,3,2,"University City",1916,6490,1923,14,232,29,"Active","January-26-2020 01:00 PM","January-26-2020 03:00 PM","http://www.redfin.com/MO/University-City/6628-Kingsbury-Blvd-63130/home/62753053","MARIS","20001200","N","Y",38.6533382,-90.3079312,2020,1638
"MLS Listing",NA,"Single Family Residential","1417 Glasgow Ave","St Louis","MO","63106",75000,5,4,"North",1932,3284,1886,24,39,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1417-Glasgow-Ave-63106/home/62744759","MARIS","18093634","N","Y",38.6452747,-90.217862,2018,168
"MLS Listing",NA,"Vacant Land","7108 Ellendale Pl","St Louis","MO","63143",30000,NA,NA,"South City",NA,3790,NA,182,NA,NA,"Active","","","http://www.redfin.com/MO/St-Louis/7108-Ellendale-Pl-63143/home/93743209","MARIS","18054141","N","Y",38.612181,-90.310943,2018,61
"MLS Listing",NA,"Single Family Residential","8 Robindale Dr","Ladue","MO","63124",2089000,4,5,"Ladue",5300,32234,NA,580,394,NA,"Active","","","http://www.redfin.com/MO/St-Louis/8-Robindale-Dr-63124/home/93472199","MARIS","18050560","N","Y",38.65913,-90.3728677,2020,1806
"MLS Listing",NA,"Single Family Residential","5832 Columbia Ave","St Louis","MO","63139",179900,4,2,"South City",1296,4617,1924,28,139,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5832-Columbia-Ave-63139/home/93726727","MARIS","18092906","N","Y",38.6118413,-90.2858685,2018,563
"MLS Listing",NA,"Condo/Co-op","338 Shirley Ridge Dr","St Charles","MO","63304",137000,2,1,"Francis Howell",1271,1263,1988,23,108,305,"Active","","","http://www.redfin.com/MO/St-Charles/338-Shirley-Ridge-Dr-63304/unit-338A/home/103308446","MARIS","18093859","N","Y",38.735929,-90.629629,2018,1279
"MLS Listing",NA,"Vacant Land","7599 Amherst Ave","St Louis","MO","63130",85000,NA,NA,"University City",NA,18025,NA,490,NA,NA,"Active","","","http://www.redfin.com/MO/University-City/7599-Amherst-Ave-63130/home/113437452","MARIS","17069327","N","Y",38.663134,-90.336624,2018,187
"MLS Listing",NA,"Single Family Residential","4940 Quincy St","St Louis","MO","63109",155900,3,2,"South City",1304,4095,1890,76,120,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4940-Quincy-St-63109/home/62748167","MARIS","18083916","N","Y",38.5698977,-90.2870253,2018,477
"MLS Listing",NA,"Single Family Residential","4912 Lansdowne Ave","St Louis","MO","63109",184900,4,2,"South City",1716,4138,1909,37,108,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/4912-Lansdowne-Ave-63109/home/93752988","MARIS","18087739","N","Y",38.5877177,-90.2766423,2018,581
"MLS Listing",NA,"Single Family Residential","1527 Bradford Ave","St Louis","MO","63133",149900,4,2,"Normandy",1186,6839,1911,3,126,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1527-Bradford-Ave-63133/home/93445787","MARIS","20007679","N","Y",38.677257,-90.3223645,2020,1820
"MLS Listing",NA,"Single Family Residential","5029 Newport Ave","St Louis","MO","63116",95000,2,1,"South City",1058,3920,1916,148,90,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5029-Newport-Ave-63116/home/62757452","MARIS","18063351","N","Y",38.5790898,-90.2644143,2018,214
"MLS Listing",NA,"Single Family Residential","6949 Gravois Ave","St Louis","MO","63116",185000,2,2,"South City",1920,NA,1907,255,96,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6949-Gravois-Ave-63116/home/93758320","MARIS","18030018","N","Y",38.5691232,-90.2865298,2018,585
"MLS Listing",NA,"Single Family Residential","2648 Shenandoah Ave","St Louis","MO","63104",199900,3,1,"South City",1492,1133,1884,20,134,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2648-Shenandoah-Ave-63104/home/93699912","MARIS","18094697","N","Y",38.6076874,-90.2243596,2018,622
"MLS Listing",NA,"Condo/Co-op","7739 Kingsbury Blvd #31","St Louis","MO","63105",174900,1,1,"Clayton",1257,958,1942,10,139,290,"Active","","","http://www.redfin.com/MO/St-Louis/7739-Kingsbury-Blvd-63105/unit-31/home/68501245","MARIS","20005624","N","Y",38.6562579,-90.3352019,2020,1857
"MLS Listing",NA,"Single Family Residential","6236 Lexington Ave","St Louis","MO","63121",15900,2,1,"Normandy",672,4356,NA,12,24,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6236-Lexington-Ave-63121/home/91493682","MARIS","20005277","N","Y",38.6880686,-90.2813642,2020,1861
"MLS Listing",NA,"Single Family Residential","877 Natchez Dr","St Charles","MO","63303",525000,4,4,"Francis Howell North",2934,37026,1991,17,179,8,"Active","","","http://www.redfin.com/MO/St-Charles/877-Natchez-Dr-63303/home/103296105","MARIS","18095149","N","Y",38.7404681,-90.5550335,2018,1270
"MLS Listing",NA,"Single Family Residential","930 Wild Cherry Ln","St Louis","MO","63130",75000,2,1,"University City",1026,9017,1951,71,73,NA,"Active","","","http://www.redfin.com/MO/University-City/930-Wild-Cherry-Ln-63130/home/93460291","MARIS","18084939","N","Y",38.6652383,-90.3370052,2018,166
"MLS Listing",NA,"Single Family Residential","12431 Cohasset Ln","St Louis","MO","63146",245000,4,2,"Parkway North",1699,10163,1961,108,144,1,"Active","","","http://www.redfin.com/MO/St-Louis/12431-Cohasset-Ln-63146/home/93442043","MARIS","19077242","N","Y",38.6931602,-90.4532035,2020,2127
"MLS Listing",NA,"Single Family Residential","69 York Dr","St Louis","MO","63144",749000,4,5,"Brentwood",3836,17380,1935,203,195,29,"Active","","","http://www.redfin.com/MO/Brentwood/69-York-Dr-63144/home/93490342","MARIS","18048286","N","Y",38.626436,-90.36048,2018,1135
"MLS Listing",NA,"Single Family Residential","7000 Julian Ave","University City","MO","63130",150000,4,2,"University City",1225,6098,1953,305,122,NA,"Active","","","http://www.redfin.com/MO/University-City/7000-Julian-Ave-63130/home/93459266","MARIS","19025742","N","Y",38.6702732,-90.315643,2020,2005
"MLS Listing",NA,"Single Family Residential","3933 Itaska St","St Louis","MO","63116",122500,4,3,"South City",1479,4966,1950,57,83,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3933-Itaska-St-63116/home/93769641","MARIS","18088654","N","Y",38.5786225,-90.2576217,2018,311
"MLS Listing",NA,"Single Family Residential","1825 Seven Pines Dr","St Louis","MO","63146",249900,3,2,"Parkway North",1679,13068,1968,31,149,30,"Active","","","http://www.redfin.com/MO/St-Louis/1825-Seven-Pines-Dr-63146/home/93442461","MARIS","20002043","N","Y",38.69315,-90.4764659,2020,2127
"For-Sale-by-Owner Listing",NA,"Condo/Co-op","1400 Heritage Lndg Apt 101","Saint Charles","MO","63303",108000,3,2,"Saint Charles",1390,NA,1987,252,78,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/1400-Heritage-Lndg-63303/unit-101/home/145506459","Fizber.com","4960229","N","Y",38.7526336,-90.5511929,2018,1482
"MLS Listing",NA,"Single Family Residential","4038 Delmar Blvd","St Louis","MO","63108",274900,4,4,"Central West",1438,4051,2017,65,191,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4038-Delmar-Blvd-63108/home/146873855","MARIS","18086855","N","Y",38.644715,-90.241652,2018,790
"MLS Listing",NA,"Single Family Residential","2018 Urban Dr","Brentwood","MO","63144",250000,4,2,"Brentwood",1440,NA,NA,60,174,NA,"Active","","","http://www.redfin.com/MO/Brentwood/2018-Urban-Dr-63144/home/62717639","MARIS","18088142","N","Y",38.62304,-90.346664,2018,757
"MLS Listing",NA,"Single Family Residential","9232 Crawford Ave","Rock Hill","MO","63144",287900,3,2,"Webster Groves",1506,NA,1936,44,191,NA,"Active","","","http://www.redfin.com/MO/St-Louis/9232-Crawford-Ave-63144/home/93498689","MARIS","18091204","N","Y",38.6144288,-90.357407,2018,814
"MLS Listing",NA,"Single Family Residential","25 Black Creek Ln","Ladue","MO","63124",849900,3,3,"Ladue",3144,13939,1937,14,270,NA,"Active","","","http://www.redfin.com/MO/St-Louis/25-Black-Creek-Ln-63124/home/93479480","MARIS","20004321","N","Y",38.6430038,-90.3536025,2020,1869
"MLS Listing",NA,"Single Family Residential","5 Apple Tree Ln","Ladue","MO","63124",2250000,7,8,"Ladue",8270,124582,1972,333,272,200,"Active","","","http://www.redfin.com/MO/St-Louis/5-Apple-Tree-Ln-63124/home/62697756","MARIS","19010753","N","Y",38.6512567,-90.3944818,2020,1799
"MLS Listing",NA,"Single Family Residential","4953 Columbia Ave","St Louis","MO","63139",259900,4,2,"South City",1653,6229,1918,91,157,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4953-Columbia-Ave-63139/home/93744331","MARIS","18066580","N","Y",38.6106959,-90.2701991,2018,772
"MLS Listing",NA,"Single Family Residential","2827 Oregon Ave","St Louis","MO","63118",139000,0,NA,"Central East",2000,17903,1881,100,70,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2827-Oregon-Ave-63118/home/93691841","MARIS","18076962","N","Y",38.603281,-90.229563,2018,404
"MLS Listing",NA,"Vacant Land","9031 Clayton Rd","St Louis","MO","63117",379000,NA,NA,"Ladue",NA,26920,NA,154,NA,NA,"Active","","","http://www.redfin.com/MO/St-Louis/9031-Clayton-Rd-63117/home/93479150","MARIS","18062749","N","Y",38.640277,-90.356458,2018,938
"MLS Listing",NA,"Multi-Family (2-4 Unit)","5232 Tennessee Ave","St Louis","MO","63111",96000,4,3,"South City",2040,5532,1987,96,47,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5232-Tennessee-Ave-63111/home/93707934","MARIS","18073087","N","Y",38.570017,-90.251181,2018,221
"MLS Listing",NA,"Ranch","0 Tower Line Rd","St Charles","MO","63301",556500,0,NA,"St. Charles",NA,NA,NA,281,NA,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/Tower-Line-Rd-63301/home/145241232","MARIS","18016305","N","Y",38.860757,-90.428193,2018,1448
"MLS Listing",NA,"Single Family Residential","3615 Manhattan Ave","St Louis","MO","63143",114900,1,1,"Maplewood-Rchmnd Hts",665,3398,NA,115,173,NA,"Active","","","http://www.redfin.com/MO/Maplewood/3615-Manhattan-Ave-63143/home/93508126","MARIS","18067435","N","Y",38.6015717,-90.320711,2018,283
"MLS Listing",NA,"Ranch","4410 Greensbottom Rd","St Charles","MO","63304",825000,1,1,"Francis Howell",NA,3578890,1950,1013,NA,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/4410-Greens-Bottom-Rd-63304/home/104268482","MARIS","16019351","N","Y",38.7046408,-90.6058108,2018,1464
"MLS Listing",NA,"Single Family Residential","7100 Washington Ave","St Louis","MO","63130",750000,7,4,"University City",3517,10498,1911,42,213,NA,"Active","","","http://www.redfin.com/MO/University-City/7100-Washington-Ave-63130/home/93469195","MARIS","19090425","N","Y",38.6556059,-90.3177364,2020,1908
"MLS Listing",NA,"Condo/Co-op","6921 Southland Ave Unit B","St Louis","MO","63109",110000,1,1,"South City",574,NA,1947,71,192,150,"Active","","","http://www.redfin.com/MO/St-Louis/6921-Southland-Ave-63109/unit-B/home/93785935","MARIS","18084887","N","Y",38.573635,-90.2960801,2018,275
"MLS Listing",NA,"Single Family Residential","12903 Somerton Ridge Dr","St Louis","MO","63141",374900,3,4,"Parkway North",2676,10193,1976,32,140,11,"Active","","","http://www.redfin.com/MO/Creve-Coeur/12903-Somerton-Ridge-Dr-63141/home/93453882","MARIS","19089772","N","Y",38.676378,-90.475951,2020,2127
"MLS Listing",NA,"Single Family Residential","8304 Fullerton Ave","St Louis","MO","63132",118000,3,2,"University City",1275,NA,1952,61,93,NA,"Active","","","http://www.redfin.com/MO/St-Louis/8304-Fullerton-Ave-63132/home/93447841","MARIS","19088782","N","Y",38.6804501,-90.3511367,2020,1918
"MLS Listing",NA,"Single Family Residential","4434 Vista Ave","St Louis","MO","63110",395000,3,3,"South City",1904,2962,NA,77,207,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4434-Vista-Ave-63110/home/93726102","MARIS","18083531","N","Y",38.6236275,-90.2602255,2018,952
"MLS Listing",NA,"Condo/Co-op","4306 Maryland Ave Unit 3C","St Louis","MO","63108",197000,2,3,"Central West",1193,NA,1901,99,165,286,"Active","","","http://www.redfin.com/MO/St-Louis/4306-Maryland-Ave-63108/unit-3C/home/93725306","MARIS","18077414","N","Y",38.64213,-90.250765,2018,612
"MLS Listing",NA,"Condo/Co-op","4242 Laclede #102","St Louis","MO","63108",239900,2,1,"Central West",1080,NA,1906,76,222,233,"Active","","","http://www.redfin.com/MO/St-Louis/4242-Laclede-Ave-63108/unit-102/home/93675345","MARIS","18083909","N","Y",38.6376896,-90.2501897,2018,728
"MLS Listing",NA,"Single Family Residential","6450 Virginia Ave","St Louis","MO","63111",125000,4,2,"South City",1728,5031,1897,111,72,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6450-Virginia-Ave-63111/home/93709662","MARIS","18073234","N","Y",38.5573359,-90.2530472,2018,328
"MLS Listing",NA,"Single Family Residential","7100 Washington Ave","St Louis","MO","63130",775000,7,4,"University City",3527,10498,1912,24,220,NA,"Active","","","http://www.redfin.com/MO/University-City/7100-Washington-Ave-63130/home/93469195","MARIS","19090425","N","Y",38.6556059,-90.3177364,2020,1659
"MLS Listing",NA,"Single Family Residential","1216 Finger Lake Ct","Chesterfield","MO","63017",354000,4,2,"Parkway Central",2369,10890,1977,18,149,29,"Active","","","http://www.redfin.com/MO/Chesterfield/1216-Finger-Lake-Ct-63017/home/93474691","MARIS","20002598","N","Y",38.6563786,-90.5155745,2020,2127
"MLS Listing",NA,"Single Family Residential","4548 Newport Ave","St Louis","MO","63116",117900,2,1,"South City",725,3398,1903,73,163,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4548-Newport-Ave-63116/home/93756028","MARIS","18084261","N","Y",38.5829734,-90.2603447,2018,289
"MLS Listing",NA,"Single Family Residential","2200 Graystone","St Charles","MO","63303",249000,3,4,"Francis Howell North",1768,9148,1986,46,141,NA,"Active","January-6-2019 1:00 PM","January-6-2019 4:00 PM","http://www.redfin.com/MO/St-Charles/2200-Graystone-Dr-63303/home/103285678","MARIS","18090710","N","Y",38.7695501,-90.5382456,2018,1317
"MLS Listing",NA,"Single Family Residential","3635 Tesson St","St Louis","MO","63125",107900,3,2,"South City",1008,5793,1959,62,107,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/3635-Tesson-St-63125/home/93712192","MARIS","18088003","N","Y",38.5514371,-90.2722198,2018,253
"MLS Listing",NA,"Single Family Residential","810 Emerald Place Dr","St Charles","MO","63304",279000,4,3,"Francis Howell Cntrl",2107,10454,1999,86,132,14,"Active","","","http://www.redfin.com/MO/St-Charles/810-Emerald-Pl-Dr-63304/home/62749566","MARIS","18081521","N","Y",38.7260065,-90.6558695,2018,1378
"MLS Listing",NA,"Single Family Residential","5638 Oleatha Ave","St Louis","MO","63139",234900,4,2,"South City",1584,4225,1951,64,148,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5638-Oleatha-Ave-63139/home/93780682","MARIS","18087233","N","Y",38.5967179,-90.2865369,2018,688
"MLS Listing",NA,"Single Family Residential","6624 Etzel Ave","University City","MO","63130",80000,2,1,"University City",851,4487,1915,24,94,NA,"Active","","","http://www.redfin.com/MO/University-City/6624-Etzel-Ave-63130/home/93456440","MARIS","18093906","N","Y",38.6666752,-90.3056802,2018,178
"MLS Listing",NA,"Single Family Residential","1433 Lanvale Dr","Webster Groves","MO","63119",200000,2,1,"Webster Groves",890,9583,1953,83,225,NA,"Active","","","http://www.redfin.com/MO/Webster-Groves/1433-Lanvale-Dr-63119/home/62751235","MARIS","18081574","N","Y",38.5678259,-90.353288,2018,638
"MLS Listing",NA,"Condo/Co-op","8025 Maryland Ave Unit 4H","St Louis","MO","63105",625000,2,2,"Clayton",1320,392,2007,49,473,689,"Active","","","http://www.redfin.com/MO/Clayton/8025-Maryland-Ave-63105/unit-4H/home/62763965","MARIS","19086965","N","Y",38.652392,-90.340466,2020,1676
"MLS Listing",NA,"Single Family Residential","709 Woodbriar Ln","St Charles","MO","63303",269900,3,2,"Francis Howell North",1545,14505,1983,37,175,NA,"Active","","","http://www.redfin.com/MO/St-Charles/709-Woodbriar-Ln-63303/home/103292517","MARIS","18087147","N","Y",38.7610421,-90.5559392,2018,1311
"MLS Listing",NA,"Single Family Residential","5742 Tholozan Ave","St Louis","MO","63109",239900,3,2,"South City",1500,3964,1939,35,160,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5742-Tholozan-Ave-63109/home/93780937","MARIS","18092199","N","Y",38.595437,-90.2904792,2018,737
"MLS Listing",NA,"Single Family Residential","4427 Wilcox Ave","St Louis","MO","63116",120000,2,2,"South City",1242,3703,1911,81,97,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4427-Wilcox-Ave-63116/home/93764989","MARIS","18082518","N","Y",38.581745,-90.2711008,2018,306
"MLS Listing",NA,"Single Family Residential","1003 W Lockwood Ave","St Louis","MO","63122",435000,4,2,"Kirkwood",1999,11935,1926,96,218,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1003-W-Lockwood-Ave-63122/home/93526258","MARIS","18072266","N","Y",38.5832881,-90.3847402,2018,984
"MLS Listing",NA,"Single Family Residential","2120 S Warson Rd","St Louis","MO","63124",2249000,5,9,"Ladue",6059,143748,1949,71,371,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2120-Warson-Rd-63124/home/62691437","MARIS","18084525","N","Y",38.62679,-90.395274,2018,1223
"MLS Listing",NA,"Condo/Co-op","382 N Taylor Ave Unit 3W","St Louis","MO","63108",215000,2,2,"Central West",1070,NA,1909,98,201,350,"Active","","","http://www.redfin.com/MO/St-Louis/382-N-Taylor-Ave-63108/unit-3W/home/93786159","MARIS","18077385","N","Y",38.645975,-90.256103,2018,657
"MLS Listing",NA,"Single Family Residential","6311 Bradley Ave","St Louis","MO","63139",90000,3,1,"South City",867,4792,1948,222,104,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6311-Bradley-Ave-63139/home/93775953","MARIS","18041835","N","Y",38.6034194,-90.2958158,2018,200
"MLS Listing",NA,"Single Family Residential","2623 Missouri Ave","St Louis","MO","63118",180000,3,2,"Central East",1934,4704,1882,47,93,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2623-Missouri-Ave-63118/home/93697800","MARIS","18089394","N","Y",38.6036723,-90.2206374,2018,573
