"SALE.TYPE","SOLD.DATE","PROPERTY.TYPE","ADDRESS","CITY","STATE","ZIP","PRICE","BEDS","BATHS","LOCATION","SQUARE.FEET","LOT.SIZE","YEAR.BUILT","DAYS.ON.MARKET","X..SQUARE.FEET","HOA.MONTH","STATUS","NEXT.OPEN.HOUSE.START.TIME","NEXT.OPEN.HOUSE.END.TIME","URL..SEE.http...www.redfin.com.buy.a.home.comparative.market.analysis.FOR.INFO.ON.PRICING.","SOURCE","MLS.","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","YEAR.DOWNLOADED","X"
"MLS Listing",NA,"Condo/Co-op","13108 Firtree Ct","St Louis","MO","63146",282000,1,3,"Parkway North",1392,5227,1998,103,203,181,"Active","","","http://www.redfin.com/MO/St-Louis/13108-Firtree-Ct-63146/home/93454063","MARIS","19078822","N","Y",38.683053,-90.483225,2020,2127
"MLS Listing",NA,"Multi-Family (2-4 Unit)","5064 Cates Ave","St Louis","MO","63108",99900,6,4,"Central West",2970,5271,1902,358,34,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5064-Cates-Ave-63108/home/93744559","MARIS","18001785","N","Y",38.6550805,-90.2653602,2018,230
"MLS Listing",NA,"Single Family Residential","4758 Highland Ave","St Louis","MO","63113",45000,2,1,"North",1020,5140,1930,48,44,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4758-Highland-Ave-63113/home/93736700","MARIS","18090685","N","Y",38.6655532,-90.252268,2018,88
"MLS Listing",NA,"Single Family Residential","3112 Magnolia","St Louis","MO","63118",133500,1,1,"Central East",1082,3925,1887,84,123,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/3112-Magnolia-Ave-63118/home/93692141","MARIS","18082115","N","Y",38.6049955,-90.2329494,2018,383
"MLS Listing",NA,"Condo/Co-op","3438 Russell Blvd #303","St Louis","MO","63104",159000,3,2,"Central East",1650,NA,1927,28,96,758,"Active","","","http://www.redfin.com/MO/St-Louis/3438-Russell-Blvd-63104/unit-303/home/93690987","MARIS","18093611","N","Y",38.6128182,-90.2363252,2018,484
"MLS Listing",NA,"Single Family Residential","5747 Mcpherson Ave","St Louis","MO","63112",424900,3,4,"Central West",2280,5301,2005,13,186,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5747-McPherson-Ave-63112/home/93674553","MARIS","20005506","N","Y",38.651277,-90.286608,2020,1865
"MLS Listing",NA,"Single Family Residential","239 Monica Dr Unit TBB","St Louis","MO","63127",400000,3,3,"Lindbergh",1820,5227,2017,401,220,NA,"Active","","","http://www.redfin.com/MO/St-Louis/239-Monica-Dr-63127/unit-TBB/home/144387137","MARIS","17091185","N","Y",38.557839,-90.401222,2018,963
"MLS Listing",NA,"Single Family Residential","4207 Blaine Ave","St Louis","MO","63110",336000,3,3,"South City",2000,3833,2016,112,168,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4207-Blaine-Ave-63110/home/143286921","MARIS","18073802","N","Y",38.620556,-90.253282,2018,889
"MLS Listing",NA,"Single Family Residential","8400 Louwen Dr","St Louis","MO","63124",434900,3,3,"Ladue",1344,23827,1954,125,324,13,"Active","","","http://www.redfin.com/MO/St-Louis/8400-Louwen-Dr-63124/home/62750346","MARIS","19069928","N","Y",38.6395331,-90.3516881,2020,1743
"MLS Listing",NA,"Single Family Residential","4270 Delmar Blvd","St Louis","MO","63108",450000,5,5,"Central West",5687,9496,1893,153,79,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4270-Delmar-Blvd-63108/home/103203752","MARIS","18063186","N","Y",38.6474997,-90.2479049,2018,997
"MLS Listing",NA,"Single Family Residential","1432 Gettysburg Lndg","St Charles","MO","63303",500000,4,4,"Francis Howell North",4155,12371,2004,97,120,NA,"Active","","","http://www.redfin.com/MO/St-Charles/1432-Gettysburg-Lndg-63303/home/103295589","MARIS","18076941","N","Y",38.7483626,-90.55478,2018,1389
"MLS Listing",NA,"Condo/Co-op","7561 Oxford Dr Unit 3N","Clayton","MO","63105",139500,1,1,"Clayton",810,1028,1929,181,172,229,"Active","","","http://www.redfin.com/MO/St-Louis/7561-Oxford-Dr-63105/unit-3N/home/93631220","MARIS","19054748","N","Y",38.6400884,-90.3325516,2020,1770
"MLS Listing",NA,"Condo/Co-op","731 Windberry Ct","St Louis","MO","63122",314900,3,3,"Kirkwood",1578,NA,2008,119,200,260,"Active","","","http://www.redfin.com/MO/St-Louis/731-Windberry-Ct-63122/unit-18/home/93329503","MARIS","18071751","N","Y",38.569898,-90.389995,2018,854
"MLS Listing",NA,"Single Family Residential","523 Des Peres Ave","St Louis","MO","63112",449900,3,3,"Central West",2258,NA,NA,188,199,NA,"Active","","","http://www.redfin.com/MO/St-Louis/523-Des-Peres-Ave-63112/home/146130036","MARIS","18051448","N","Y",38.6537607,-90.294248,2018,994
"MLS Listing",NA,"Single Family Residential","2007 Geyer Ave","St Louis","MO","63104",167000,2,2,"Central East",1392,2178,1900,90,120,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2007-Geyer-Ave-63104/home/62718541","MARIS","18080723","N","Y",38.6114475,-90.2149921,2018,513
"MLS Listing",NA,"Multi-Family (2-4 Unit)","4956 Potomac","St Louis","MO","63139",169000,NA,NA,"South City",2116,3528,1938,2,80,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4956-Potomac-St-63139/home/93776919","MARIS","18084545","N","Y",38.597077,-90.273742,2018,522
"MLS Listing",NA,"Single Family Residential","5704 Welmering Dr","Unincorporated","MO","63123",119900,2,1,"Affton",759,3485,1939,73,158,NA,"Active","","","http://www.redfin.com/MO/Affton/5704-Welmering-Ave-63123/home/93559456","MARIS","18081740","N","Y",38.560158,-90.314617,2018,297
"MLS Listing",NA,"Single Family Residential","1116 Madison","St Charles","MO","63301",299900,5,2,"St. Charles",2500,5489,1906,203,120,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Charles/1116-Madison-St-63301/home/79930360","MARIS","18048466","N","Y",38.7851892,-90.4960892,2018,1436
"MLS Listing",NA,"Single Family Residential","515 Fortress Ct","St Charles","MO","63303",245000,4,3,"Francis Howell",2128,5663,2005,125,115,19,"Active","","","http://www.redfin.com/MO/St-Charles/515-Fortress-Ct-63303/home/103245304","MARIS","18071062","N","Y",38.7577141,-90.5150577,2018,1410
"For-Sale-by-Owner Listing",NA,"Single Family Residential","3473 Harbor Crossing Dr","St Charles","MO","63301",289000,4,2.5,"Saint Charles",2126,6704,2017,189,136,NA,"Active","","","http://www.redfin.com/MO/St-Charles/3473-Harbor-Crossing-Dr-63301/home/146120356","Fizber.com","4968803","N","Y",38.8285869,-90.4830502,2018,1480
"MLS Listing",NA,"Condo/Co-op","323 Clara Ave #23","St Louis","MO","63112",145000,2,2,"Central West",1020,NA,1916,130,142,378,"Active","","","http://www.redfin.com/MO/St-Louis/323-Clara-Ave-63112/unit-23/home/169266302","MARIS","19068300","N","Y",38.649235,-90.2830925,2020,1961
"MLS Listing",NA,"Vacant Land","663 Pine Creek Dr Lot B","Town and Country","MO","63017",370000,NA,NA,"Parkway Central",NA,28880,NA,470,NA,300,"Active","","","http://www.redfin.com/MO/Chesterfield/663-Pine-Creek-Dr-63017/unit-B/home/167039385","MARIS","18080291","N","Y",38.6395412,-90.4918806,2020,2127
"MLS Listing",NA,"Single Family Residential","1 Denny Ln","Huntleigh","MO","63131",4975000,3,3,"Kirkwood",3046,170755,1954,51,1633,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1-Denny-Ln-63131/home/69385088","MARIS","18089828","N","Y",38.6170192,-90.4046661,2018,1238
"New Construction Plan",NA,"Single Family Residential","McKelvey Homes Bennigton Plan","Saint Charles","MO","63301",410100,3,2,"The Villages at Sandfort Farm",2470,NA,NA,NA,166,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/The-Villages-at-Sandfort-Farm/McKelvey-Homes-Bennigton-Plan/home/147952311","NewHomeSource.com","Plan-71564790","N","Y",38.7980405,-90.5517474,2018,1551
"MLS Listing",NA,"Single Family Residential","6929 Kingsbury","St Louis","MO","63130",925000,6,5,"University City",4310,15769,1922,10,215,13,"Active","","","http://www.redfin.com/MO/University-City/6929-Kingsbury-Blvd-63130/home/93468588","MARIS","20000461","N","Y",38.6544721,-90.3128518,2020,1853
"MLS Listing",NA,"Single Family Residential","7114 Stanford Ave","St Louis","MO","63130",279900,3,2,"University City",1353,5271,1954,13,207,NA,"Active","","","http://www.redfin.com/MO/University-City/7114-Stanford-Ave-63130/home/93469638","MARIS","20001961","N","Y",38.6602193,-90.319422,2020,1636
"MLS Listing",NA,"Single Family Residential","6936 Idaho Ave","St Louis","MO","63111",90900,3,2,"South City",1350,3354,1915,141,67,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6936-Idaho-Ave-63111/home/66033516","MARIS","18065811","N","Y",38.5555134,-90.2593911,2018,204
"MLS Listing",NA,"Single Family Residential","6926 Arthur Ave","St Louis","MO","63139",234900,3,2,"South City",1913,5706,1884,102,123,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6926-Arthur-Ave-63139/home/93743522","MARIS","19075710","N","Y",38.6024035,-90.3086739,2020,1724
"MLS Listing",NA,"Multi-Family (2-4 Unit)","5058 Lindenwood Ave","St Louis","MO","63109",167900,5,2,"South City",2328,3703,1928,76,72,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5058-Lindenwood-Ave-63109/unit-2/home/93776230","MARIS","18083969","N","Y",38.5924667,-90.2785635,2018,514
"MLS Listing",NA,"Single Family Residential","4728 S Compton Ave","St Louis","MO","63111",64900,2,1,"South City",829,3180,1959,57,78,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4728-S-Compton-Ave-63111/home/93706985","MARIS","18087250","N","Y",38.5705673,-90.2416452,2018,132
"MLS Listing",NA,"Single Family Residential","10059 Briarwood Dr","St Louis","MO","63124",429000,3,3,"Ladue",1602,32234,1952,62,268,17,"Active","","","http://www.redfin.com/MO/St-Louis/10059-Briarwood-Dr-63124/home/93480210","MARIS","18087938","N","Y",38.6369625,-90.3996526,2018,978
"MLS Listing",NA,"Single Family Residential","1 Tbb-sinclair At Provence","St Charles","MO","63301",262900,3,2,"St. Charles",1615,NA,NA,1154,163,27,"Active","","","http://www.redfin.com/MO/St-Charles/1-Tbb-sinclair-At-Provence-63301/home/101814699","MARIS","15058737","N","Y",38.800392,-90.486588,2018,1472
"MLS Listing",NA,"Multi-Family (2-4 Unit)","4806 S Broadway","St Louis","MO","63111",130000,5,2,"South City",2124,4792,1926,41,61,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4806-S-Broadway-63111/home/62772618","MARIS","18091472","N","Y",38.5689061,-90.2366423,2018,347
"MLS Listing",NA,"Single Family Residential","3927 Russell Blvd","St Louis","MO","63110",325000,5,3,"South City",2600,3877,1895,50,125,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3927-Russell-Blvd-63110/home/93747576","MARIS","18090214","N","Y",38.6142578,-90.2465138,2018,872
"MLS Listing",NA,"Single Family Residential","1 Tbb-fairfax At Provence","St Charles","MO","63301",305900,4,3,"St. Charles",2480,NA,NA,612,123,27,"Active","","","http://www.redfin.com/MO/St-Charles/1-Tbb-fairfax-At-Provence-63301/home/113848308","MARIS","17033405","N","Y",38.800392,-90.486588,2018,1459
"MLS Listing",NA,"Single Family Residential","0 Barkley - Bristol Rdg","St Charles","MO","63303",296990,3,3,"Francis Howell North",2237,NA,NA,321,133,10,"Active","","","http://www.redfin.com/MO/St-Charles/0-Barkley-Bristol-Rdg-63303/home/144883706","MARIS","18009347","N","Y",38.762006,-90.516812,2018,1453
"MLS Listing",NA,"Single Family Residential","3602 Broad St","St Charles","MO","63301",296987,3,3,"Orchard Farm",1992,3228,NA,73,149,71,"Active","","","http://www.redfin.com/MO/St-Charles/3602-Broad-St-63301/home/146335557","MARIS","18084382","N","Y",38.8381,-90.5052,2018,1362
"MLS Listing",NA,"Single Family Residential","1011 Kuhlman Ln","St Louis","MO","63119",233000,4,2,"Webster Groves",1368,18295,1923,84,170,NA,"Active","","","http://www.redfin.com/MO/Webster-Groves/1011-Kuhlman-Ln-63119/home/93508004","MARIS","19079531","N","Y",38.6025896,-90.3308889,2020,1705
"MLS Listing",NA,"Single Family Residential","5 Edgewood Rd","Ladue","MO","63124",2750000,5,8,"Ladue",6458,117046,1923,90,426,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5-Edgewood-Rd-63124/home/93471566","MARIS","18071489","N","Y",38.6504936,-90.3644276,2018,1228
"MLS Listing",NA,"Multi-Family (2-4 Unit)","3630 Phillips Pl","St Louis","MO","63116",59900,2,1,"South City",2256,NA,1925,509,27,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3630-Phillips-Pl-63116/home/93695551","MARIS","17064757","N","Y",38.58916,-90.245479,2018,122
"MLS Listing",NA,"Single Family Residential","4172 Providence Dr","St Charles","MO","63304",194900,3,3,"Francis Howell Cntrl",1250,12632,1979,16,156,8,"Active","","","http://www.redfin.com/MO/St-Charles/4172-Providence-Dr-63304/home/103305936","MARIS","18095281","N","Y",38.7490832,-90.6013792,2018,1268
"MLS Listing",NA,"Single Family Residential","3711 Blow","St Louis","MO","63116",119900,2,1,"South City",858,3659,1907,21,140,NA,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/3711-Blow-St-63116/home/93712024","MARIS","18094603","N","Y",38.5587518,-90.2666807,2018,298
"MLS Listing",NA,"Single Family Residential","3519 Sidney St","St Louis","MO","63104",495000,4,3,"Central East",3619,5062,1896,21,137,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3519-Sidney-St-63104/home/93692394","MARIS","18094491","N","Y",38.6080971,-90.2395743,2018,1024
"MLS Listing",NA,"Condo/Co-op","2315 Ann Ave Unit A","St Louis","MO","63104",125000,2,1,"Central East",1074,NA,1906,35,116,300,"Active","","","http://www.redfin.com/MO/St-Louis/2315-Ann-Ave-63104/unit-A/home/62749173","MARIS","18092409","N","Y",38.609978,-90.220566,2018,326
"MLS Listing",NA,"Condo/Co-op","5635 Waterman Blvd #32","St Louis","MO","63112",125000,2,1,"Central West",865,NA,1915,92,145,344,"Active","January-6-2019 1:00 PM","January-6-2019 3:00 PM","http://www.redfin.com/MO/St-Louis/5635-Waterman-Blvd-63112/unit-32/home/147387844","MARIS","18078860","N","Y",38.650104,-90.283214,2018,324
"MLS Listing",NA,"Single Family Residential","1132 Hilltop Dr","St Louis","MO","63132",499000,4,3,"Ladue",2327,6534,NA,244,214,NA,"Active","","","http://www.redfin.com/MO/Olivette/1132-Hilltop-Ave-63132/home/93462650","MARIS","19043045","N","Y",38.6754561,-90.3641518,2020,1996
"MLS Listing",NA,"Condo/Co-op","42 N Trumbull","St Charles","MO","63301",205000,2,2,"St. Charles",1583,2919,1999,50,130,200,"Active","","","http://www.redfin.com/MO/St-Charles/42-N-Trumbull-Cir-63301/unit-37C/home/103336390","MARIS","18086111","N","Y",38.8145409,-90.509016,2018,1325
"MLS Listing",NA,"Single Family Residential","4142 Haven","St Louis","MO","63116",139900,2,1,"South City",1056,3790,1938,3,132,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6625-Morganford-Rd-63116/home/93771800","MARIS","18096547","N","Y",38.5676774,-90.2760111,2018,417
"MLS Listing",NA,"Multi-Family (5+ Unit)","8154 Whitburn","St Louis","MO","63105",1100000,NA,NA,"Clayton",10989,17860,1947,28,100,NA,"Active","","","http://www.redfin.com/MO/Clayton/8154-Whitburn-Dr-63105/home/93478946","MARIS","18093609","N","Y",38.639079,-90.3479289,2018,1183
"MLS Listing",NA,"Single Family Residential","2160 Edmund Ave","St Louis","MO","63121",29900,2,1,"Normandy",836,4312,NA,34,36,NA,"Active","","","http://www.redfin.com/MO/St-Louis/2160-Edmund-Ave-63121/home/93444907","MARIS","19091208","N","Y",38.6861708,-90.2828454,2020,1893
"MLS Listing",NA,"Single Family Residential","7514 Cornell Ave","University City","MO","63130",274900,3,2,"University City",1255,6874,1958,53,219,NA,"Active","","","http://www.redfin.com/MO/University-City/7514-Cornell-Ave-63130/home/93469321","MARIS","19089880","N","Y",38.6604781,-90.3331286,2020,1914
"MLS Listing",NA,"Single Family Residential","258 New Salem Dr","St Louis","MO","63141",850000,5,5,"Parkway North",3727,44997,1967,1,228,33,"Active","","","http://www.redfin.com/MO/Creve-Coeur/258-New-Salem-Dr-63141/home/93473138","MARIS","20005189","N","Y",38.6510737,-90.434725,2020,2127
"MLS Listing",NA,"Single Family Residential","6560 Villa Ave","St Louis","MO","63139",149900,2,1,"South City",725,3485,1948,43,207,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6560-Villa-Ave-63139/home/93740701","MARIS","18091336","N","Y",38.6253389,-90.2987525,2018,448
"MLS Listing",NA,"Single Family Residential","3816 Blaine Ave","St Louis","MO","63110",179900,3,2,"South City",1530,3441,1915,505,118,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3816-Blaine-Ave-63110/home/93700448","MARIS","17064481","N","Y",38.619157,-90.2427358,2018,564
"MLS Listing",NA,"Single Family Residential","18 Pine Valley Dr","St Louis","MO","63124",4750000,5,7,"Ladue",7954,87120,1940,127,597,94,"Active","","","http://www.redfin.com/MO/St-Louis/18-Pine-Valley-Dr-63124/home/93480438","MARIS","19070843","N","Y",38.6475996,-90.372886,2020,1746
"New Construction Plan",NA,"Single Family Residential","Winslow - Manor","Affton","MO","63123",312900,3,2.5,"The Manors at MacKenzie Valley",2168,NA,NA,NA,144,NA,"Active","","","http://www.redfin.com/MO/St-Louis/The-Manors-at-MacKenzie-Valley/Winslow-Manor/home/144477816","NewHomeSource.com","Plan-61458910","N","Y",38.5594322,-90.3232119,2018,853
"MLS Listing",NA,"Single Family Residential","4128 Detonty St","St Louis","MO","63110",239000,2,2,"South City",1224,NA,NA,398,195,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4128-De-Tonty-St-63110/home/93756996","MARIS","17093256","N","Y",38.6170519,-90.2515955,2018,695
"For-Sale-by-Owner Listing",NA,"Single Family Residential","48 Henrietta Pl","St. Louis","MO","63104",135000,3,3,"Saint Louis",2182,5863,1887,20,62,NA,"Active","","","http://www.redfin.com/MO/St-Louis/48-Henrietta-Pl-63104/home/93700490","Fizber.com","4992183","N","Y",38.6162533,-90.2272128,2018,395
"MLS Listing",NA,"Multi-Family (2-4 Unit)","3961 Shaw Blvd","St Louis","MO","63110",215000,2,2,"South City",2160,5314,1914,45,100,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3961-Shaw-Blvd-63110/home/93756964","MARIS","18089180","N","Y",38.616188,-90.247381,2018,659
"MLS Listing",NA,"Condo/Co-op","12966 Burning Bush Ct","St Louis","MO","63146",215000,3,4,"Parkway North",1780,7449,1975,115,121,328,"Active","","","http://www.redfin.com/MO/St-Louis/12966-Burning-Bush-Ct-63146/home/93454447","MARIS","19077328","N","Y",38.684105,-90.478333,2020,2127
"MLS Listing",NA,"Single Family Residential","18 Anfred Walk","University City","MO","63132",97000,2,1,"University City",836,3180,1947,13,116,295,"Active","","","http://www.redfin.com/MO/St-Louis/18-Anfred-Walk-63132/home/87703790","MARIS","20005744","N","Y",38.6628617,-90.3568774,2020,1864
"MLS Listing",NA,"Condo/Co-op","550 S Brentwood Unit 2E","St Louis","MO","63105",320000,2,2,"Clayton",1604,3049,1961,120,200,450,"Active","","","http://www.redfin.com/MO/Clayton/550-S-Brentwood-Blvd-63105/unit-2E/home/62731057","MARIS","19072306","N","Y",38.6433139,-90.343022,2020,1738
"MLS Listing",NA,"Condo/Co-op","8052 Davis Dr Unit 2E","St Louis","MO","63105",160000,2,1,"Clayton",672,697,1941,71,238,361,"Active","","","http://www.redfin.com/MO/Clayton/8052-Davis-Dr-63105/unit-2E/home/169790766","MARIS","19082935","N","Y",38.6420109,-90.343804,2020,1693
"MLS Listing",NA,"Single Family Residential","3645 California Ave","St Louis","MO","63118",174900,4,3,"Central East",2816,3354,1899,64,62,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3645-California-Ave-63118/home/93680321","MARIS","18083452","N","Y",38.5889283,-90.2313003,2018,541
"MLS Listing",NA,"Condo/Co-op","7720 Shirley Dr Unit 1W","Clayton","MO","63105",395000,2,2,"Clayton",1278,2614,1927,48,309,350,"Active","","","http://www.redfin.com/MO/Clayton/7720-Shirley-Dr-63105/unit-1W/home/93326964","MARIS","18090001","N","Y",38.6458264,-90.3360498,2018,953
"MLS Listing",NA,"Single Family Residential","5514 Botanical Ave","St Louis","MO","63110",575000,4,4,"South City",2520,NA,NA,90,228,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5514-Botanical-Ave-63110/home/62743408","MARIS","18080658","N","Y",38.6122648,-90.2810465,2018,1086
"MLS Listing",NA,"Vacant Land","5222 Ridge Ave","St Louis","MO","63113",7500,NA,NA,"North",NA,6534,NA,182,NA,NA,"Active","","","http://www.redfin.com/MO/St-Louis/5222-Ridge-Ave-63113/home/93721344","MARIS","19060699","N","Y",38.6627736,-90.268368,2020,1981
"MLS Listing",NA,"Single Family Residential","6335 Fyler Ave","St Louis","MO","63139",89900,2,1,"South City",968,4400,1928,1,93,NA,"Active","January-26-2020 01:00 PM","January-26-2020 03:00 PM","http://www.redfin.com/MO/St-Louis/6335-Fyler-Ave-63139/home/93776395","MARIS","20004202","N","Y",38.6026382,-90.2967335,2020,1597
"MLS Listing",NA,"Single Family Residential","0 Capitol Ct","St Charles","MO","63301",475000,3,3,"Orchard Farm",2000,16988,NA,21,238,10,"Active","","","http://www.redfin.com/MO/St-Charles/Capitol-Ct-63301/home/103321896","MARIS","18094657","N","Y",38.810743,-90.529322,2018,1273
"MLS Listing",NA,"Single Family Residential","8670 Pardee Rd","Crestwood","MO","63126",139900,3,1,"Lindbergh",1172,8276,1956,64,119,NA,"Active","","","http://www.redfin.com/MO/St-Louis/8670-Pardee-Ln-63126/home/93562165","MARIS","18080914","N","Y",38.559087,-90.3667902,2018,407
"For-Sale-by-Owner Listing",NA,"Single Family Residential","4805 Hershey Dr","St. Louis","MO","63123",79000,2,1,"Affton",852,832,1941,6,93,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4805-Hershey-Dr-63123/home/93570468","Fizber.com","4993790","N","Y",38.5514737,-90.307307,2018,174
"MLS Listing",NA,"Condo/Co-op","318 S Hanley Unit 2N","St Louis","MO","63105",219000,2,1,"Clayton",1390,1568,1925,16,158,200,"Active","","","http://www.redfin.com/MO/Clayton/318-S-Hanley-Rd-63105/unit-2N/home/93479926","MARIS","19088120","N","Y",38.646289,-90.334222,2020,1647
"MLS Listing",NA,"Single Family Residential","6530 Devonshire Ave","St Louis","MO","63109",389900,3,3,"South City",2022,4922,1935,63,193,NA,"Active","","","http://www.redfin.com/MO/St-Louis/6530-Devonshire-Ave-63109/home/93779526","MARIS","18087830","N","Y",38.5896699,-90.3045938,2018,947
"MLS Listing",NA,"Single Family Residential","4650 Michigan Ave","St Louis","MO","63111",71900,4,2,"South City",1575,3267,1923,76,46,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4650-Michigan-Ave-63111/home/93706780","MARIS","18084028","N","Y",38.5716057,-90.2402431,2018,157
"New Construction Plan",NA,"Single Family Residential","The Barkley","Saint Charles","MO","63303",296990,3,2.5,"Bristol Ridge",2237,NA,NA,NA,133,NA,"Active","","","http://www.redfin.com/MO/Saint-Charles/Bristol-Ridge/The-Barkley/home/144672536","NewHomeSource.com","Plan-71464068","N","Y",38.7612348,-90.5160179,2018,1518
"MLS Listing",NA,"Single Family Residential","1 Conway Woods Ln","Ladue","MO","63124",849000,4,5,"Ladue",4169,30928,1991,465,204,NA,"Active","","","http://www.redfin.com/MO/St-Louis/1-Conway-Ln-63124/home/62725172","MARIS","17073951","N","Y",38.6431721,-90.4009739,2018,1152
"MLS Listing",NA,"Single Family Residential","3552 Barter St","St Charles","MO","63301",315000,2,3,"Orchard Farm",1984,3049,2006,12,159,70,"Active","","","http://www.redfin.com/MO/St-Charles/3552-Barter-St-63301/home/103255784","MARIS","18095446","N","Y",38.83712,-90.486439,2018,1262
"MLS Listing",NA,"Single Family Residential","2423 Annalee Ave","Brentwood","MO","63144",795000,4,4,"Brentwood",3250,14375,NA,76,245,NA,"Active","","","http://www.redfin.com/MO/Brentwood/2423-Annalee-Ave-63144/home/62691729","MARIS","18083743","N","Y",38.6170217,-90.351276,2018,1146
"MLS Listing",NA,"Single Family Residential","4750 Cupples","St Louis","MO","63113",20000,0,NA,"North",1600,4617,1900,168,13,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4750-Cupples-Pl-63113/home/93736317","MARIS","18059152","N","Y",38.6657592,-90.251718,2018,36
"MLS Listing",NA,"Single Family Residential","0 Westbrook - Bristol Rdg","St Charles","MO","63303",287990,3,2,"Francis Howell North",1612,NA,NA,321,179,10,"Active","","","http://www.redfin.com/MO/St-Charles/0-Westbrook-Bristol-Rdg-63303/home/144883705","MARIS","18009321","N","Y",38.762006,-90.516812,2018,1454
"MLS Listing",NA,"Single Family Residential","107 Morningside Dr","Kirkwood","MO","63122",750000,4,3,"Kirkwood",3601,6970,2007,49,208,NA,"Active","","","http://www.redfin.com/MO/Kirkwood/107-Morningside-Dr-63122/home/93327117","MARIS","18090362","N","Y",38.595233,-90.4058699,2018,1138
"MLS Listing",NA,"Single Family Residential","3842 Federer Pl","St Louis","MO","63116",279900,3,2,"South City",1933,7275,1929,71,145,NA,"Active","","","http://www.redfin.com/MO/St-Louis/3842-Federer-St-63116/home/93773586","MARIS","18083938","N","Y",38.5652005,-90.2627194,2018,806
"MLS Listing",NA,"Single Family Residential","545 Leonard Ave Unit TBB","Webster Groves","MO","63119",539900,3,3,"Webster Groves",2085,44431,NA,195,259,NA,"Active","","","http://www.redfin.com/MO/St-Louis/545-Leonard-Ave-63119/unit-TBB/home/161038148","MARIS","19052899","N","Y",38.6025933,-90.3719253,2020,1771
"MLS Listing",NA,"Single Family Residential","1 Tbb-breckenridge Ii @ Sandfort","St Charles","MO","63301",396900,4,3,"St. Charles West",3388,NA,NA,29,117,135,"Active","","","http://www.redfin.com/MO/Lindenwood-Township/1-Sandfort-Ln-63301/home/148169889","MARIS","18093123","N","Y",38.793375,-90.552136,2018,1296
"MLS Listing",NA,"Single Family Residential","738 Harvest Ln","Olivette","MO","63132",799000,5,5,"Ladue",3412,7797,NA,364,234,NA,"Active","","","http://www.redfin.com/MO/Olivette/738-Harvest-Ln-63132/home/93462050","MARIS","19008171","N","Y",38.671233,-90.3790252,2020,2007
"MLS Listing",NA,"Single Family Residential","1 River Valley Dr","Chesterfield","MO","63017",419900,5,4,"Parkway Central",2486,15246,1995,31,169,NA,"Active","","","http://www.redfin.com/MO/Chesterfield/1-River-Valley-Dr-63017/home/93455119","MARIS","20002180","N","Y",38.6812642,-90.5046763,2020,2127
"MLS Listing",NA,"Single Family Residential","4009 Garfield Ave","St Louis","MO","63113",15500,3,1,"North",2544,3136,1891,6,6,NA,"Active","","","http://www.redfin.com/MO/St-Louis/4009-Garfield-Ave-63113/home/93716940","MARIS","18096050","N","Y",38.6543184,-90.232938,2018,20
"For-Sale-by-Owner Listing",NA,"Single Family Residential","7232 Nottingham Ave","St. Louis","MO","63119",164000,3,1,"Saint Louis",1326,9225,1924,34,124,NA,"Active","","","http://www.redfin.com/MO/St-Louis/7232-Nottingham-Ave-63119/home/93524589","Fizber.com","4990012","N","Y",38.5894129,-90.3216298,2018,501
"MLS Listing",NA,"Single Family Residential","520 Ken Dr","St Charles","MO","63301",178990,3,2,"St. Charles",1056,8756,1972,72,169,NA,"Active","","","http://www.redfin.com/MO/St-Charles/520-Ken-Dr-63301/home/103345257","MARIS","18084229","N","Y",38.8123786,-90.5076574,2018,1361
